cp,municipality_name,province_slug
27227,Friol,lugo
27228,Friol,lugo
27229,Friol,lugo
27235,Friol,lugo
27299,Friol,lugo
27824,Xermade,lugo
27826,Xermade,lugo
27832,Xermade,lugo
27833,Xermade,lugo
27834,Xermade,lugo
27835,Xermade,lugo
27300,Guitiriz,lugo
27305,Guitiriz,lugo
27306,Guitiriz,lugo
27307,Guitiriz,lugo
27308,Guitiriz,lugo
27309,Guitiriz,lugo
27380,Guitiriz,lugo
27388,Guitiriz,lugo
27389,Guitiriz,lugo
27400,Guitiriz,lugo
27152,Guntín,lugo
27181,Guntín,lugo
27183,Guntín,lugo
27184,Guntín,lugo
27185,Guntín,lugo
27186,Guntín,lugo
27210,Guntín,lugo
27211,Guntín,lugo
27233,Guntín,lugo
27234,Guntín,lugo
27341,O Incio,lugo
27342,O Incio,lugo
27345,O Incio,lugo
27346,O Incio,lugo
27347,O Incio,lugo
27348,O Incio,lugo
27870,Xove,lugo
27876,Xove,lugo
27877,Xove,lugo
27878,Xove,lugo
27879,Xove,lugo
27360,Láncara,lugo
27366,Láncara,lugo
27367,Láncara,lugo
27368,Láncara,lugo
27369,Láncara,lugo
27614,Láncara,lugo
27615,Láncara,lugo
27691,Láncara,lugo
27692,Láncara,lugo
27693,Láncara,lugo
27699,Láncara,lugo
27750,Lourenzá,lugo
27751,Lourenzá,lugo
27760,Lourenzá,lugo
27001,Lugo,lugo
27002,Lugo,lugo
27003,Lugo,lugo
27004,Lugo,lugo
27140,Lugo,lugo
27141,Lugo,lugo
27160,Lugo,lugo
27161,Lugo,lugo
27169,Lugo,lugo
27180,Lugo,lugo
27182,Lugo,lugo
27188,Lugo,lugo
27191,Lugo,lugo
27192,Lugo,lugo
27230,Lugo,lugo
27231,Lugo,lugo
27232,Lugo,lugo
27290,Lugo,lugo
27294,Lugo,lugo
27296,Lugo,lugo
27297,Lugo,lugo
27298,Lugo,lugo
27240,Meira,lugo
27241,Meira,lugo
27247,Meira,lugo
27740,Mondoñedo,lugo
27742,Mondoñedo,lugo
27747,Mondoñedo,lugo
27748,Mondoñedo,lugo
27749,Mondoñedo,lugo
27752,Mondoñedo,lugo
27791,Mondoñedo,lugo
27410,Monforte de Lemos,lugo
27411,Monforte de Lemos,lugo
27412,Monforte de Lemos,lugo
27413,Monforte de Lemos,lugo
27414,Monforte de Lemos,lugo
27415,Monforte de Lemos,lugo
27416,Monforte de Lemos,lugo
27417,Monforte de Lemos,lugo
27418,Monforte de Lemos,lugo
27419,Monforte de Lemos,lugo
27420,Monforte de Lemos,lugo
27590,Monforte de Lemos,lugo
27591,Monforte de Lemos,lugo
27592,Monforte de Lemos,lugo
27215,Monterroso,lugo
27560,Monterroso,lugo
27568,Monterroso,lugo
27569,Monterroso,lugo
27817,Muras,lugo
27836,Muras,lugo
27837,Muras,lugo
27865,Muras,lugo
27651,Navia de Suarna,lugo
27652,Navia de Suarna,lugo
27653,Navia de Suarna,lugo
27654,Navia de Suarna,lugo
27655,Navia de Suarna,lugo
27656,Navia de Suarna,lugo
27657,Navia de Suarna,lugo
27658,Navia de Suarna,lugo
27646,As Nogais,lugo
27675,As Nogais,lugo
27676,As Nogais,lugo
27866,Ourol,lugo
27867,Ourol,lugo
27150,Outeiro de Rei,lugo
27151,Outeiro de Rei,lugo
27153,Outeiro de Rei,lugo
27154,Outeiro de Rei,lugo
27155,Outeiro de Rei,lugo
27157,Outeiro de Rei,lugo
27374,Outeiro de Rei,lugo
27200,Palas de Rei,lugo
27203,Palas de Rei,lugo
27204,Palas de Rei,lugo
27205,Palas de Rei,lugo
27206,Palas de Rei,lugo
27207,Palas de Rei,lugo
27208,Palas de Rei,lugo
27209,Palas de Rei,lugo
27216,Palas de Rei,lugo
27217,Palas de Rei,lugo
27430,Pantón,lugo
27437,Pantón,lugo
27438,Pantón,lugo
27439,Pantón,lugo
27450,Pantón,lugo
27470,Pantón,lugo
27549,Pantón,lugo
27593,Pantón,lugo
27611,Paradela,lugo
27612,Paradela,lugo
27362,O Páramo,lugo
27363,O Páramo,lugo
27364,O Páramo,lugo
27633,O Páramo,lugo
27246,A Pastoriza,lugo
27248,A Pastoriza,lugo
27286,A Pastoriza,lugo
27287,A Pastoriza,lugo
27670,Pedrafita do Cebreiro,lugo
27671,Pedrafita do Cebreiro,lugo
27672,Pedrafita do Cebreiro,lugo
27673,Pedrafita do Cebreiro,lugo
27270,Pol,lugo
27272,Pol,lugo
27273,Pol,lugo
27274,Pol,lugo
27275,Pol,lugo
27279,Pol,lugo
27280,Pol,lugo
27283,Pol,lugo
27330,A Pobra do Brollón,lugo
27331,A Pobra do Brollón,lugo
27332,A Pobra do Brollón,lugo
27333,A Pobra do Brollón,lugo
27334,A Pobra do Brollón,lugo
27335,A Pobra do Brollón,lugo
27336,A Pobra do Brollón,lugo
27338,A Pobra do Brollón,lugo
27391,A Pobra do Brollón,lugo
27720,A Pontenova,lugo
27721,A Pontenova,lugo
27722,A Pontenova,lugo
27723,A Pontenova,lugo
27724,A Pontenova,lugo
27725,A Pontenova,lugo
27726,A Pontenova,lugo
27727,A Pontenova,lugo
27728,A Pontenova,lugo
27729,A Pontenova,lugo
27170,Portomarín,lugo
27177,Portomarín,lugo
27178,Portomarín,lugo
27179,Portomarín,lugo
27187,Portomarín,lugo
27212,Portomarín,lugo
27213,Portomarín,lugo
27214,Portomarín,lugo
27320,Quiroga,lugo
27329,Quiroga,lugo
27390,Quiroga,lugo
27700,Ribadeo,lugo
27710,Ribadeo,lugo
27711,Ribadeo,lugo
27712,Ribadeo,lugo
27713,Ribadeo,lugo
27714,Ribadeo,lugo
27715,Ribadeo,lugo
27796,Ribadeo,lugo
27797,Ribadeo,lugo
27310,Ribas de Sil,lugo
27317,Ribas de Sil,lugo
27318,Ribas de Sil,lugo
27243,Ribeira de Piquín,lugo
27244,Ribeira de Piquín,lugo
27245,Ribeira de Piquín,lugo
27743,Riotorto,lugo
27744,Riotorto,lugo
27745,Riotorto,lugo
27620,Samos,lugo
27623,Samos,lugo
27624,Samos,lugo
27625,Samos,lugo
27626,Samos,lugo
27627,Samos,lugo
27628,Samos,lugo
27631,Samos,lugo
27635,Samos,lugo
27636,Samos,lugo
27638,Samos,lugo
27392,Sarria,lugo
27600,Sarria,lugo
27610,Sarria,lugo
27613,Sarria,lugo
27616,Sarria,lugo
27617,Sarria,lugo
27618,Sarria,lugo
27619,Sarria,lugo
27637,Sarria,lugo
27690,Sarria,lugo
27540,O Saviñao,lugo
27543,O Saviñao,lugo
27544,O Saviñao,lugo
27545,O Saviñao,lugo
27546,O Saviñao,lugo
27547,O Saviñao,lugo
27548,O Saviñao,lugo
27594,O Saviñao,lugo
27421,Sober,lugo
27422,Sober,lugo
27423,Sober,lugo
27424,Sober,lugo
27425,Sober,lugo
27440,Sober,lugo
27460,Sober,lugo
27466,Sober,lugo
27468,Sober,lugo
27469,Sober,lugo
27550,Taboada,lugo
27554,Taboada,lugo
27555,Taboada,lugo
27556,Taboada,lugo
27557,Taboada,lugo
27558,Taboada,lugo
27559,Taboada,lugo
27596,Taboada,lugo
27765,Trabada,lugo
27766,Trabada,lugo
27767,Trabada,lugo
27768,Trabada,lugo
27630,Triacastela,lugo
27632,Triacastela,lugo
27634,Triacastela,lugo
27639,Triacastela,lugo
27770,O Valadouro,lugo
27777,O Valadouro,lugo
27779,O Valadouro,lugo
27860,O Vicedo,lugo
27861,O Vicedo,lugo
27868,O Vicedo,lugo
27800,Vilalba,lugo
27810,Vilalba,lugo
27811,Vilalba,lugo
27812,Vilalba,lugo
27813,Vilalba,lugo
27814,Vilalba,lugo
27815,Vilalba,lugo
27816,Vilalba,lugo
27818,Vilalba,lugo
27820,Vilalba,lugo
27821,Vilalba,lugo
27822,Vilalba,lugo
27823,Vilalba,lugo
27825,Vilalba,lugo
27830,Vilalba,lugo
27840,Vilalba,lugo
27841,Vilalba,lugo
27842,Vilalba,lugo
27850,Viveiro,lugo
27863,Viveiro,lugo
27864,Viveiro,lugo
27869,Viveiro,lugo
27680,Baralla,lugo
27685,Baralla,lugo
27686,Baralla,lugo
27687,Baralla,lugo
27688,Baralla,lugo
27689,Baralla,lugo
27696,Baralla,lugo
27697,Baralla,lugo
27880,Burela,lugo
28755,La Acebeda,madrid
28864,Ajalvir,madrid
28742,Alameda del Valle,madrid
28607,El Álamo,madrid
28807,El Álamo,madrid
28801,Alcalá de Henares,madrid
28802,Alcalá de Henares,madrid
28803,Alcalá de Henares,madrid
28804,Alcalá de Henares,madrid
28805,Alcalá de Henares,madrid
28806,Alcalá de Henares,madrid
28100,Alcobendas,madrid
28108,Alcobendas,madrid
28109,Alcobendas,madrid
28921,Alcorcón,madrid
28922,Alcorcón,madrid
28923,Alcorcón,madrid
28924,Alcorcón,madrid
28925,Alcorcón,madrid
28620,Aldea del Fresno,madrid
28110,Algete,madrid
28120,Algete,madrid
28409,Alpedrete,madrid
28430,Alpedrete,madrid
28580,Ambite,madrid
28818,Anchuelo,madrid
28300,Aranjuez,madrid
28500,Arganda del Rey,madrid
28939,Arroyomolinos,madrid
28189,El Atazar,madrid
28976,Batres,madrid
28490,Becerril de la Sierra,madrid
28390,Belmonte de Tajo,madrid
28194,Berzosa del Lozoya,madrid
28192,El Berrueco,madrid
28660,Boadilla del Monte,madrid
28412,El Boalo,madrid
28413,El Boalo,madrid
28492,El Boalo,madrid
28737,Braojos,madrid
28596,Brea de Tajo,madrid
28690,Brunete,madrid
28730,Buitrago del Lozoya,madrid
28720,Bustarviejo,madrid
28721,Cabanillas de la Sierra,madrid
28751,La Cabrera,madrid
28640,Cadalso de los Vidrios,madrid
28648,Cadalso de los Vidrios,madrid
28816,Camarma de Esteruelas,madrid
28510,Campo Real,madrid
28743,Canencia,madrid
28560,Carabaña,madrid
28977,Casarrubuelos,madrid
28650,Cenicientos,madrid
28470,Cercedilla,madrid
28193,Cervera de Buitrago,madrid
28350,Ciempozuelos,madrid
28863,Cobeña,madrid
28213,Colmenar del Arroyo,madrid
28380,Colmenar de Oreja,madrid
28270,Colmenarejo,madrid
28279,Colmenarejo,madrid
28707,Colmenar Viejo,madrid
28750,Colmenar Viejo,madrid
28770,Colmenar Viejo,madrid
28450,Collado Mediano,madrid
28400,Collado Villalba,madrid
28811,Corpa,madrid
28820,Coslada,madrid
28821,Coslada,madrid
28822,Coslada,madrid
28823,Coslada,madrid
28978,Cubas de la Sagra,madrid
28694,Chapinería,madrid
28370,Chinchón,madrid
28814,Daganzo de Arriba,madrid
28211,El Escorial,madrid
28212,El Escorial,madrid
28219,El Escorial,madrid
28280,El Escorial,madrid
28292,El Escorial,madrid
28595,Estremera,madrid
28214,Fresnedillas de la Oliva,madrid
28815,Fresno de Torote,madrid
28941,Fuenlabrada,madrid
28942,Fuenlabrada,madrid
28943,Fuenlabrada,madrid
28944,Fuenlabrada,madrid
28945,Fuenlabrada,madrid
28946,Fuenlabrada,madrid
28947,Fuenlabrada,madrid
28140,Fuente el Saz de Jarama,madrid
28597,Fuentidueña de Tajo,madrid
28250,Galapagar,madrid
28260,Galapagar,madrid
28420,Galapagar,madrid
28739,Garganta de los Montes,madrid
28901,Getafe,madrid
28902,Getafe,madrid
28903,Getafe,madrid
28904,Getafe,madrid
28905,Getafe,madrid
28906,Getafe,madrid
28907,Getafe,madrid
28909,Getafe,madrid
28971,Griñón,madrid
28794,Guadalix de la Sierra,madrid
28440,Guadarrama,madrid
28480,Guadarrama,madrid
28191,La Hiruela,madrid
28240,Hoyo de Manzanares,madrid
28248,Hoyo de Manzanares,madrid
28970,Humanes de Madrid,madrid
28911,Leganés,madrid
28912,Leganés,madrid
28913,Leganés,madrid
28914,Leganés,madrid
28915,Leganés,madrid
28916,Leganés,madrid
28917,Leganés,madrid
28918,Leganés,madrid
28919,Leganés,madrid
28890,Loeches,madrid
28000,Madrid,madrid
28001,Madrid,madrid
28002,Madrid,madrid
28003,Madrid,madrid
28004,Madrid,madrid
28005,Madrid,madrid
28006,Madrid,madrid
28007,Madrid,madrid
28008,Madrid,madrid
28009,Madrid,madrid
28010,Madrid,madrid
28011,Madrid,madrid
28012,Madrid,madrid
28013,Madrid,madrid
28014,Madrid,madrid
28015,Madrid,madrid
28016,Madrid,madrid
28017,Madrid,madrid
28018,Madrid,madrid
28019,Madrid,madrid
28020,Madrid,madrid
28021,Madrid,madrid
28022,Madrid,madrid
28023,Madrid,madrid
28024,Madrid,madrid
28025,Madrid,madrid
28026,Madrid,madrid
28027,Madrid,madrid
28028,Madrid,madrid
28029,Madrid,madrid
28030,Madrid,madrid
28031,Madrid,madrid
28032,Madrid,madrid
28033,Madrid,madrid
28034,Madrid,madrid
28035,Madrid,madrid
28036,Madrid,madrid
28037,Madrid,madrid
28038,Madrid,madrid
28039,Madrid,madrid
28040,Madrid,madrid
28041,Madrid,madrid
28042,Madrid,madrid
28043,Madrid,madrid
28044,Madrid,madrid
28045,Madrid,madrid
28046,Madrid,madrid
28047,Madrid,madrid
28048,Madrid,madrid
28049,Madrid,madrid
28050,Madrid,madrid
28051,Madrid,madrid
28052,Madrid,madrid
28053,Madrid,madrid
28054,Madrid,madrid
28055,Madrid,madrid
28220,Majadahonda,madrid
28221,Majadahonda,madrid
28222,Majadahonda,madrid
28410,Manzanares el Real,madrid
28880,Meco,madrid
28840,Mejorada del Campo,madrid
28792,Miraflores de la Sierra,madrid
28460,Los Molinos,madrid
28950,Moraleja de Enmedio,madrid
28411,Moralzarzal,madrid
28530,Morata de Tajuña,madrid
28635,Móstoles,madrid
28931,Móstoles,madrid
28932,Móstoles,madrid
28933,Móstoles,madrid
28934,Móstoles,madrid
28935,Móstoles,madrid
28936,Móstoles,madrid
28937,Móstoles,madrid
28938,Móstoles,madrid
28491,Navacerrada,madrid
28729,Navalafuente,madrid
28210,Navalagamella,madrid
28954,Navalagamella,madrid
28600,Navalcarnero,madrid
28695,Navas del Rey,madrid
28514,Nuevo Baztán,madrid
28515,Olmeda de las Fuentes,madrid
28570,Orusco de Tajuña,madrid
28860,Paracuellos de Jarama,madrid
28861,Paracuellos de Jarama,madrid
28862,Paracuellos de Jarama,madrid
28980,Parla,madrid
28981,Parla,madrid
28982,Parla,madrid
28983,Parla,madrid
28984,Parla,madrid
28723,Pedrezuela,madrid
28696,Pelayos de la Presa,madrid
28540,Perales de Tajuña,madrid
28812,Pezuela de las Torres,madrid
28749,Pinilla del Valle,madrid
28320,Pinto,madrid
28223,Pozuelo de Alarcón,madrid
28224,Pozuelo de Alarcón,madrid
28813,Pozuelo del Rey,madrid
28693,Quijorna,madrid
28740,Rascafría,madrid
28521,Rivas-Vaciamadrid,madrid
28522,Rivas-Vaciamadrid,madrid
28523,Rivas-Vaciamadrid,madrid
28524,Rivas-Vaciamadrid,madrid
28529,Rivas-Vaciamadrid,madrid
28294,Robledo de Chavela,madrid
28231,Las Rozas de Madrid,madrid
28232,Las Rozas de Madrid,madrid
28290,Las Rozas de Madrid,madrid
28649,Rozas de Puerto Real,madrid
28830,San Fernando de Henares,madrid
28200,San Lorenzo de El Escorial,madrid
28330,San Martín de la Vega,madrid
28680,San Martín de Valdeiglesias,madrid
28700,San Sebastián de los Reyes,madrid
28701,San Sebastián de los Reyes,madrid
28702,San Sebastián de los Reyes,madrid
28703,San Sebastián de los Reyes,madrid
28706,San Sebastián de los Reyes,madrid
28708,San Sebastián de los Reyes,madrid
28709,San Sebastián de los Reyes,madrid
28296,Santa María de la Alameda,madrid
28297,Santa María de la Alameda,madrid
28817,Los Santos de la Humosa,madrid
28979,Serranillos del Valle,madrid
28609,Sevilla la Nueva,madrid
28756,Somosierra,madrid
28791,Soto del Real,madrid
28160,Talamanca de Jarama,madrid
28550,Tielmes,madrid
28359,Titulcia,madrid
28850,Torrejón de Ardoz,madrid
28991,Torrejón de la Calzada,madrid
28990,Torrejón de Velasco,madrid
28180,Torrelaguna,madrid
28594,Valdaracete,madrid
28391,Valdelaguna,madrid
28295,Valdemaqueda,madrid
28340,Valdemoro,madrid
28130,Valdeolmos-Alalpardo,madrid
28170,Valdepiélagos,madrid
28150,Valdetorres de Jarama,madrid
28511,Valdilecha,madrid
28891,Velilla de San Antonio,madrid
28722,El Vellón,madrid
28360,Villaconejos,madrid
28630,Villa del Prado,madrid
28810,Villalbilla,madrid
28598,Villamanrique de Tajo,madrid
28610,Villamanta,madrid
28691,Villanueva de la Cañada,madrid
28692,Villanueva de la Cañada,madrid
28229,Villanueva del Pardillo,madrid
28512,Villar del Olmo,madrid
28590,Villarejo de Salvanés,madrid
28670,Villaviciosa de Odón,madrid
28293,Zarzalejo,madrid
28752,Lozoyuela-Navas-Sieteiglesias,madrid
28753,Lozoyuela-Navas-Sieteiglesias,madrid
28754,Lozoyuela-Navas-Sieteiglesias,madrid
28195,Puentes Viejas,madrid
28196,Puentes Viejas,madrid
28760,Tres Cantos,madrid
28761,Tres Cantos,madrid
29530,Alameda,malaga
29711,Alcaucín,malaga
29713,Alcaucín,malaga
29194,Alfarnate,malaga
29750,Algarrobo,malaga
29491,Algatocín,malaga
29130,Alhaurín de la Torre,malaga
29120,Alhaurín el Grande,malaga
29718,Almáchar,malaga
29330,Almargen,malaga
29150,Almogía,malaga
29500,Álora,malaga
29510,Álora,malaga
29552,Álora,malaga
29593,Álora,malaga
29567,Alozaina,malaga
29460,Alpandeire,malaga
29200,Antequera,malaga
29230,Antequera,malaga
29250,Antequera,malaga
29260,Antequera,malaga
29314,Antequera,malaga
29540,Antequera,malaga
29753,Árchez,malaga
29300,Archidona,malaga
29309,Archidona,malaga
29315,Archidona,malaga
29550,Ardales,malaga
29717,Arenas,malaga
29350,Arriate,malaga
29494,Atajate,malaga
29493,Benadalid,malaga
29679,Benahavís,malaga
29630,Benalmádena,malaga
29631,Benalmádena,malaga
29639,Benalmádena,malaga
29719,Benamocarra,malaga
29370,Benaoján,malaga
29490,Benarrabá,malaga
29420,El Burgo,malaga
29320,Campillos,malaga
29716,Canillas de Aceituno,malaga
29755,Canillas de Albaida,malaga
29340,Cañete la Real,malaga
29551,Carratraca,malaga
29452,Cartajima,malaga
29010,Cártama,malaga
29569,Cártama,malaga
29570,Cártama,malaga
29580,Cártama,malaga
29592,Cártama,malaga
29160,Casabermeja,malaga
29566,Casarabonela,malaga
29690,Casares,malaga
29692,Casares,malaga
29100,Coín,malaga
29170,Colmenar,malaga
29195,Comares,malaga
29754,Cómpeta,malaga
29380,Cortes de la Frontera,malaga
29391,Cortes de la Frontera,malaga
29220,Cuevas Bajas,malaga
29470,Cuevas del Becerro,malaga
29210,Cuevas de San Marcos,malaga
29680,Estepona,malaga
29688,Estepona,malaga
29689,Estepona,malaga
29693,Estepona,malaga
29698,Estepona,malaga
29461,Faraján,malaga
29788,Frigiliana,malaga
29789,Frigiliana,malaga
29640,Fuengirola,malaga
29520,Fuente de Piedra,malaga
29480,Gaucín,malaga
29492,Genalguacil,malaga
29108,Guaro,malaga
29531,Humilladero,malaga
29533,Humilladero,malaga
29440,Igualeja,malaga
29611,Istán,malaga
29792,Iznate,malaga
29392,Jimera de Líbar,malaga
29462,Júzcar,malaga
29791,Macharaviaya,malaga
29001,Málaga,malaga
29002,Málaga,malaga
29003,Málaga,malaga
29004,Málaga,malaga
29005,Málaga,malaga
29006,Málaga,malaga
29007,Málaga,malaga
29008,Málaga,malaga
29009,Málaga,malaga
29011,Málaga,malaga
29012,Málaga,malaga
29013,Málaga,malaga
29014,Málaga,malaga
29015,Málaga,malaga
29016,Málaga,malaga
29017,Málaga,malaga
29018,Málaga,malaga
29140,Málaga,malaga
29190,Málaga,malaga
29191,Málaga,malaga
29196,Málaga,malaga
29197,Málaga,malaga
29590,Málaga,malaga
29591,Málaga,malaga
29620,Málaga,malaga
29720,Málaga,malaga
29691,Manilva,malaga
29601,Marbella,malaga
29602,Marbella,malaga
29603,Marbella,malaga
29604,Marbella,malaga
29660,Marbella,malaga
29670,Marbella,malaga
29647,Mijas,malaga
29648,Mijas,malaga
29649,Mijas,malaga
29650,Mijas,malaga
29651,Mijas,malaga
29738,Moclinejo,malaga
29532,Mollina,malaga
29110,Monda,malaga
29360,Montejaque,malaga
29780,Nerja,malaga
29787,Nerja,malaga
29610,Ojén,malaga
29451,Parauta,malaga
29710,Periana,malaga
29560,Pizarra,malaga
29568,Pizarra,malaga
29450,Pujerra,malaga
29730,Rincón de la Victoria,malaga
29180,Riogordo,malaga
29394,Ronda,malaga
29400,Ronda,malaga
29430,Ronda,malaga
29471,Ronda,malaga
29714,Salares,malaga
29752,Sayalonga,malaga
29715,Sedella,malaga
29328,Sierra de Yeguas,malaga
29329,Sierra de Yeguas,malaga
29327,Teba,malaga
29109,Tolox,malaga
29770,Torrox,malaga
29793,Torrox,malaga
29796,Torrox,malaga
29240,Valle de Abdalajís,malaga
29700,Vélez-Málaga,malaga
29740,Vélez-Málaga,malaga
29749,Vélez-Málaga,malaga
29751,Vélez-Málaga,malaga
29760,Vélez-Málaga,malaga
29790,Vélez-Málaga,malaga
29310,Villanueva de Algaidas,malaga
29311,Villanueva de Algaidas,malaga
29312,Villanueva del Rosario,malaga
29313,Villanueva del Trabuco,malaga
29712,Viñuela,malaga
29410,Yunquera,malaga
30626,Abanilla,murcia
30640,Abanilla,murcia
30648,Abanilla,murcia
30649,Abanilla,murcia
30550,Abarán,murcia
30559,Abarán,murcia
30880,Águilas,murcia
30889,Águilas,murcia
30190,Albudeite,murcia
30820,Alcantarilla,murcia
30859,Aledo,murcia
30560,Alguazas,murcia
30561,Alguazas,murcia
30840,Alhama de Murcia,murcia
30600,Archena,murcia
30609,Archena,murcia
30130,Beniel,murcia
30540,Blanca,murcia
30180,Bullas,murcia
30189,Bullas,murcia
30420,Calasparra,murcia
30191,Campos del Río,murcia
30192,Campos del Río,murcia
30195,Caravaca de la Cruz,murcia
30400,Caravaca de la Cruz,murcia
30410,Caravaca de la Cruz,murcia
30411,Caravaca de la Cruz,murcia
30412,Caravaca de la Cruz,murcia
30413,Caravaca de la Cruz,murcia
30201,Cartagena,murcia
30202,Cartagena,murcia
30203,Cartagena,murcia
30204,Cartagena,murcia
30205,Cartagena,murcia
30300,Cartagena,murcia
30310,Cartagena,murcia
30319,Cartagena,murcia
30330,Cartagena,murcia
30350,Cartagena,murcia
30351,Cartagena,murcia
30365,Cartagena,murcia
30366,Cartagena,murcia
30367,Cartagena,murcia
30368,Cartagena,murcia
30369,Cartagena,murcia
30370,Cartagena,murcia
30380,Cartagena,murcia
30381,Cartagena,murcia
30382,Cartagena,murcia
30383,Cartagena,murcia
30384,Cartagena,murcia
30385,Cartagena,murcia
30387,Cartagena,murcia
30389,Cartagena,murcia
30390,Cartagena,murcia
30391,Cartagena,murcia
30392,Cartagena,murcia
30393,Cartagena,murcia
30394,Cartagena,murcia
30395,Cartagena,murcia
30396,Cartagena,murcia
30397,Cartagena,murcia
30398,Cartagena,murcia
30399,Cartagena,murcia
30590,Cartagena,murcia
30593,Cartagena,murcia
30594,Cartagena,murcia
30835,Cartagena,murcia
30868,Cartagena,murcia
30430,Cehegín,murcia
30438,Cehegín,murcia
30439,Cehegín,murcia
30562,Ceutí,murcia
30563,Ceutí,murcia
30620,Fortuna,murcia
30628,Fortuna,murcia
30629,Fortuna,murcia
30320,Fuente Álamo de Murcia,murcia
30332,Fuente Álamo de Murcia,murcia
30333,Fuente Álamo de Murcia,murcia
30334,Fuente Álamo de Murcia,murcia
30335,Fuente Álamo de Murcia,murcia
30338,Fuente Álamo de Murcia,murcia
30520,Jumilla,murcia
30528,Jumilla,murcia
30529,Jumilla,murcia
30892,Librilla,murcia
30017,Lorca,murcia
30800,Lorca,murcia
30810,Lorca,murcia
30811,Lorca,murcia
30812,Lorca,murcia
30813,Lorca,murcia
30814,Lorca,murcia
30815,Lorca,murcia
30816,Lorca,murcia
30817,Lorca,murcia
30818,Lorca,murcia
30834,Lorca,murcia
30876,Lorca,murcia
30878,Lorca,murcia
30890,Lorca,murcia
30893,Lorca,murcia
32131,Lorca,murcia
30564,Lorquí,murcia
30858,Mazarrón,murcia
30860,Mazarrón,murcia
30870,Mazarrón,murcia
30875,Mazarrón,murcia
30877,Mazarrón,murcia
30879,Mazarrón,murcia
30500,Molina de Segura,murcia
30506,Molina de Segura,murcia
30507,Molina de Segura,murcia
30508,Molina de Segura,murcia
30509,Molina de Segura,murcia
02438,Moratalla,murcia
30440,Moratalla,murcia
30441,Moratalla,murcia
30442,Moratalla,murcia
30170,Mula,murcia
30178,Mula,murcia
30193,Mula,murcia
30194,Mula,murcia
15201,Murcia,murcia
30000,Murcia,murcia
30001,Murcia,murcia
30002,Murcia,murcia
30003,Murcia,murcia
30004,Murcia,murcia
30005,Murcia,murcia
30006,Murcia,murcia
30007,Murcia,murcia
30008,Murcia,murcia
30009,Murcia,murcia
30010,Murcia,murcia
30011,Murcia,murcia
30012,Murcia,murcia
30100,Murcia,murcia
30107,Murcia,murcia
30108,Murcia,murcia
30110,Murcia,murcia
30120,Murcia,murcia
30139,Murcia,murcia
30150,Murcia,murcia
30151,Murcia,murcia
30152,Murcia,murcia
30153,Murcia,murcia
30154,Murcia,murcia
30155,Murcia,murcia
30156,Murcia,murcia
30157,Murcia,murcia
30158,Murcia,murcia
30160,Murcia,murcia
30161,Murcia,murcia
30162,Murcia,murcia
30163,Murcia,murcia
30164,Murcia,murcia
30165,Murcia,murcia
30166,Murcia,murcia
30167,Murcia,murcia
30168,Murcia,murcia
30169,Murcia,murcia
30179,Murcia,murcia
30331,Murcia,murcia
30570,Murcia,murcia
30579,Murcia,murcia
30580,Murcia,murcia
30588,Murcia,murcia
30589,Murcia,murcia
30592,Murcia,murcia
30750,Murcia,murcia
30826,Murcia,murcia
30830,Murcia,murcia
30831,Murcia,murcia
30832,Murcia,murcia
30833,Murcia,murcia
30836,Murcia,murcia
30837,Murcia,murcia
30850,Murcia,murcia
30883,Murcia,murcia
30611,Ojós,murcia
30176,Pliego,murcia
30196,Pliego,murcia
30891,Puerto Lumbreras,murcia
30610,Ricote,murcia
30379,San Javier,murcia
30720,San Javier,murcia
30729,San Javier,murcia
30730,San Javier,murcia
30739,San Javier,murcia
30740,San Pedro del Pinatar,murcia
30749,San Pedro del Pinatar,murcia
30591,Torre-Pacheco,murcia
30700,Torre-Pacheco,murcia
30708,Torre-Pacheco,murcia
30709,Torre-Pacheco,murcia
30710,Torre-Pacheco,murcia
30565,Las Torres de Cotillas,murcia
30612,Ulea,murcia
30360,La Unión,murcia
30362,La Unión,murcia
30364,La Unión,murcia
30613,Villanueva del Río Segura,murcia
30510,Yecla,murcia
30140,Santomera,murcia
30148,Santomera,murcia
30149,Santomera,murcia
31280,Abáigar,pamplona
31178,Abárzuza/Abartzuza,pamplona
31692,Abaurregaina/Abaurrea Alta,pamplona
31264,Aberin,pamplona
31292,Aberin,pamplona
31523,Ablitas,pamplona
31153,Adiós,pamplona
31228,Aguilar de Codés,pamplona
31460,Aibar/Oibar,pamplona
31800,Altsasu/Alsasua,pamplona
31241,Allín/Allin,pamplona
31290,Allín/Allin,pamplona
31262,Allo,pamplona
31272,Améscoa Baja,pamplona
31281,Ancín/Antzin,pamplona
31261,Andosilla,pamplona
31013,Ansoáin/Antsoain,pamplona
31798,Anue,pamplona
31154,Añorbe,pamplona
31430,Aoiz/Agoitz,pamplona
31891,Araitz,pamplona
31271,Aranarache/Aranaratxe,pamplona
31790,Arantza,pamplona
31192,Aranguren,pamplona
31754,Arano,pamplona
31849,Arakil,pamplona
31850,Arakil,pamplona
31867,Arakil,pamplona
31868,Arakil,pamplona
31239,Aras,pamplona
31839,Arbizu,pamplona
31438,Arce/Artzi,pamplona
31439,Arce/Artzi,pamplona
31481,Arce/Artzi,pamplona
31210,Los Arcos,pamplona
31263,Arellano,pamplona
31876,Areso,pamplona
